3.14343e+12	1.72113e+12	1.20872e+12	9.40482e+11	7.78766e+11	6.59942e+11	5.70456e+11	5.01951e+11	4.48123e+11	4.03713e+11	
2.93853e+12	1.56133e+12	1.04023e+12	7.77436e+11	6.13918e+11	5.07868e+11	4.30677e+11	3.74215e+11	3.29738e+11	2.93604e+11	
3.35491e+12	2.038e+12	1.50708e+12	1.1981e+12	9.94023e+11	8.42367e+11	7.20938e+11	6.27365e+11	5.49928e+11	4.87048e+11	
2.92896e+12	1.72291e+12	1.22113e+12	9.4415e+11	7.66289e+11	6.38943e+11	5.44719e+11	4.69321e+11	4.10981e+11	3.62841e+11	
2.71216e+12	1.5258e+12	1.033e+12	7.74706e+11	6.18731e+11	5.12094e+11	4.3167e+11	3.6833e+11	3.2031e+11	2.81506e+11	
5.07248e+12	3.01723e+12	2.10431e+12	1.5931e+12	1.28363e+12	1.05788e+12	8.80313e+11	7.43134e+11	6.37406e+11	5.50336e+11	
3.75009e+12	1.76282e+12	1.06463e+12	7.5146e+11	5.81874e+11	4.74974e+11	4.02801e+11	3.46658e+11	3.02202e+11	2.66227e+11	
3.0601e+12	1.8283e+12	1.33731e+12	1.04523e+12	8.68053e+11	7.34915e+11	6.33212e+11	5.50618e+11	4.84674e+11	4.30349e+11	
2.77256e+12	1.36278e+12	9.26538e+11	7.05128e+11	5.74e+11	4.88399e+11	4.30142e+11	3.8347e+11	3.4783e+11	3.1799e+11	
3.63202e+12	2.19134e+12	1.60167e+12	1.2632e+12	1.02991e+12	8.60663e+11	7.31214e+11	6.28124e+11	5.45254e+11	4.78497e+11	
2.81053e+12	1.6469e+12	1.18711e+12	9.35999e+11	7.64048e+11	6.43767e+11	5.5224e+11	4.80718e+11	4.25489e+11	3.79516e+11	
3.45075e+12	2.22147e+12	1.71631e+12	1.4026e+12	1.17045e+12	9.84732e+11	8.38252e+11	7.20561e+11	6.26091e+11	5.49371e+11	
4.46661e+12	2.69549e+12	1.90196e+12	1.46056e+12	1.17938e+12	9.75997e+11	8.25966e+11	7.09169e+11	6.16569e+11	5.40801e+11	
3.96319e+12	2.32554e+12	1.62981e+12	1.26026e+12	1.02455e+12	8.61414e+11	7.3515e+11	6.38032e+11	5.58307e+11	4.9366e+11	
2.71826e+12	1.71211e+12	1.26633e+12	1.00777e+12	8.27261e+11	6.99013e+11	5.9837e+11	5.14401e+11	4.4846e+11	3.95158e+11	
2.35065e+12	1.4939e+12	1.13254e+12	9.20342e+11	7.86595e+11	6.8545e+11	6.07734e+11	5.47836e+11	4.96831e+11	4.55584e+11	
1.94221e+12	1.07831e+12	7.63648e+11	5.95331e+11	4.83278e+11	3.99697e+11	3.37673e+11	2.89971e+11	2.50206e+11	2.18291e+11	
3.97555e+12	2.32603e+12	1.60739e+12	1.19603e+12	9.47469e+11	7.707e+11	6.42459e+11	5.44915e+11	4.66509e+11	4.02665e+11	
3.27586e+12	1.98009e+12	1.44744e+12	1.15505e+12	9.51321e+11	8.08333e+11	6.98285e+11	6.08438e+11	5.36956e+11	4.80098e+11	
4.24321e+12	2.40794e+12	1.67382e+12	1.27017e+12	1.01699e+12	8.42589e+11	7.11348e+11	6.08138e+11	5.26442e+11	4.58552e+11	
2.44655e+12	1.41649e+12	1.03624e+12	8.16565e+11	6.70544e+11	5.6605e+11	4.84008e+11	4.18349e+11	3.65282e+11	3.24315e+11	
2.50088e+12	1.46939e+12	1.08789e+12	8.78757e+11	7.38866e+11	6.4138e+11	5.65014e+11	5.05193e+11	4.57338e+11	4.19124e+11	
3.81514e+12	2.27327e+12	1.55732e+12	1.16695e+12	9.34886e+11	7.74805e+11	6.61277e+11	5.75143e+11	5.07766e+11	4.53323e+11	
3.21447e+12	1.84633e+12	1.3082e+12	1.03903e+12	8.66064e+11	7.42094e+11	6.47098e+11	5.7243e+11	5.123e+11	4.61982e+11	
3.07445e+12	1.60161e+12	1.04271e+12	7.38657e+11	5.55633e+11	4.42907e+11	3.61566e+11	3.04848e+11	2.61777e+11	2.31635e+11	
2.7582e+12	1.89097e+12	1.42708e+12	1.14695e+12	9.57672e+11	8.16322e+11	7.05751e+11	6.17903e+11	5.46256e+11	4.87949e+11	
2.92005e+12	1.70669e+12	1.26108e+12	1.00838e+12	8.32357e+11	7.03242e+11	6.00296e+11	5.20449e+11	4.53983e+11	4.00396e+11	
2.4447e+12	1.56236e+12	1.14804e+12	9.08281e+11	7.49843e+11	6.41235e+11	5.60336e+11	5.02287e+11	4.54341e+11	4.14367e+11	
2.52889e+12	1.37178e+12	8.88901e+11	6.38086e+11	4.93928e+11	3.99108e+11	3.31939e+11	2.81612e+11	2.43019e+11	2.14323e+11	
2.95256e+12	1.41872e+12	9.0183e+11	6.52941e+11	5.19277e+11	4.38987e+11	3.82971e+11	3.42178e+11	3.12003e+11	2.87043e+11	
