2.80979e+08	4.00223e+06	3.98943e+06	3.9885e+06	3.98806e+06	3.9875e+06	3.98673e+06	3.98595e+06	3.9854e+06	3.98433e+06	
1.50034e+08	1.00467e+06	1.00414e+06	1.00356e+06	1.00289e+06	1.00234e+06	1.0018e+06	1.00136e+06	1.00074e+06	1.00022e+06	
3.02265e+08	3.9941e+06	3.98934e+06	3.98869e+06	3.9882e+06	3.98764e+06	3.98719e+06	3.98673e+06	3.98611e+06	3.98533e+06	
2.8413e+08	2.54705e+08	5.97962e+06	5.97889e+06	5.97816e+06	5.97776e+06	5.97724e+06	5.97633e+06	5.97581e+06	5.97494e+06	
3.02591e+08	2.99844e+06	2.99439e+06	2.99381e+06	2.99312e+06	2.99248e+06	2.99174e+06	2.9913e+06	2.99039e+06	2.98943e+06	
3.01754e+08	1.00675e+06	1.00447e+06	1.00378e+06	1.00321e+06	1.00255e+06	1.00206e+06	1.00127e+06	1.00049e+06	999652	
2.80257e+08	4.98757e+06	4.98414e+06	4.98342e+06	4.9827e+06	4.98195e+06	4.98136e+06	4.98035e+06	4.9795e+06	4.97842e+06	
3.01447e+08	2.00043e+06	1.99922e+06	1.99846e+06	1.99787e+06	1.99746e+06	1.99688e+06	1.99633e+06	1.99559e+06	1.99482e+06	
2.97197e+08	2.99528e+06	2.99412e+06	2.99334e+06	2.99266e+06	2.992e+06	2.99147e+06	2.99079e+06	2.9902e+06	2.98926e+06	
2.91773e+08	2.88733e+08	1.99983e+06	1.99901e+06	1.99837e+06	1.99772e+06	1.99714e+06	1.9966e+06	1.99605e+06	1.9951e+06	
2.89521e+08	2.89521e+08	2.84774e+08	3.98962e+06	3.9888e+06	3.98821e+06	3.98758e+06	3.98699e+06	3.98649e+06	3.98558e+06	
2.83101e+08	1.00474e+06	1.00403e+06	1.00324e+06	1.00243e+06	1.00225e+06	1.00143e+06	1.00065e+06	999850	998836	
3.10919e+08	2.00121e+06	1.99933e+06	1.99873e+06	1.99826e+06	1.99783e+06	1.9972e+06	1.9962e+06	1.99568e+06	1.99475e+06	
2.92564e+08	1.00528e+06	1.00436e+06	1.00376e+06	1.00338e+06	1.00284e+06	1.00233e+06	1.00185e+06	1.00113e+06	1.00038e+06	
2.95566e+08	2.81169e+08	2.00023e+06	1.99902e+06	1.99865e+06	1.9981e+06	1.99739e+06	1.99695e+06	1.99627e+06	1.99547e+06	
3.04802e+08	2.91129e+08	1.00536e+06	1.00423e+06	1.00377e+06	1.00298e+06	1.00244e+06	1.00192e+06	1.00129e+06	1.00062e+06	
2.94069e+08	2.92656e+08	2.00012e+06	1.99919e+06	1.99851e+06	1.99819e+06	1.99739e+06	1.99671e+06	1.9959e+06	1.99523e+06	
2.79573e+08	2.99479e+06	2.99409e+06	2.99353e+06	2.99304e+06	2.99216e+06	2.99153e+06	2.99073e+06	2.9899e+06	2.98884e+06	
2.93215e+08	2.00055e+06	1.99932e+06	1.99876e+06	1.99838e+06	1.99762e+06	1.99708e+06	1.99636e+06	1.99571e+06	1.99484e+06	
2.88411e+08	1.99969e+06	1.99886e+06	1.99828e+06	1.99777e+06	1.99703e+06	1.99628e+06	1.99583e+06	1.99495e+06	1.99434e+06	
3.05841e+08	2.95116e+08	2.95116e+08	2.99558e+06	2.99425e+06	2.99345e+06	2.993e+06	2.99224e+06	2.99168e+06	2.99107e+06	
3.01054e+08	1.00771e+06	1.0045e+06	1.00388e+06	1.00334e+06	1.00264e+06	1.00223e+06	1.00155e+06	1.00072e+06	999816	
2.89322e+08	2.75047e+08	1.0055e+06	1.00436e+06	1.00362e+06	1.00314e+06	1.00281e+06	1.00236e+06	1.00165e+06	1.00071e+06	
3.05646e+08	2.00111e+06	1.99929e+06	1.99892e+06	1.99809e+06	1.99752e+06	1.99715e+06	1.99629e+06	1.99576e+06	1.99487e+06	
3.06229e+08	1.00499e+06	1.00398e+06	1.00341e+06	1.00289e+06	1.00253e+06	1.00174e+06	1.00122e+06	1.00041e+06	999517	
1.00897e+06	1.00459e+06	1.0038e+06	1.00322e+06	1.00261e+06	1.00161e+06	1.00154e+06	1.0009e+06	1.00034e+06	999467	
3.08312e+06	2.99432e+06	2.99381e+06	2.99323e+06	2.99275e+06	2.99206e+06	2.9912e+06	2.99032e+06	2.98949e+06	2.98833e+06	
3.01251e+08	2.9949e+06	2.99412e+06	2.9935e+06	2.99289e+06	2.99242e+06	2.99177e+06	2.99119e+06	2.99024e+06	2.98945e+06	
2.95746e+08	2.95746e+08	3.98968e+06	3.98872e+06	3.98829e+06	3.98759e+06	3.98714e+06	3.98671e+06	3.98624e+06	3.98554e+06	
3.04611e+08	3.99214e+06	3.98943e+06	3.9886e+06	3.98788e+06	3.98739e+06	3.98667e+06	3.98591e+06	3.98471e+06	3.98357e+06	
