1.152e+07	6407.97	1062.98	1040.36	1027.46	985.156	983.828	982.533	981.315	980.11	
1.12343e+07	6287.72	1185.78	1121.87	1120.36	1119.06	1117.77	1116.54	1115.25	1113.99	
1.31179e+07	6226.37	1151.37	989.129	986.187	984.696	983.344	982.001	980.745	979.448	
1.17609e+07	5410.14	1178.77	1095.61	987.337	985.559	984.171	982.878	981.61	980.408	
9.50965e+06	6513.98	1214.37	1163.89	1161.38	1158.94	1156.2	1153.48	1150.56	1147.52	
1.17858e+07	5566.53	992.487	985.987	984.543	983.283	982.029	980.768	979.529	978.249	
1.06496e+07	5221.51	1003.24	989.171	988.558	987.637	986.583	985.413	984.226	983.014	
1.54028e+07	6721.62	1166.02	987.619	985.699	984.271	982.996	981.794	980.546	979.297	
1.13832e+07	5711.75	1055.23	1040.57	1038.88	1037.56	1036.33	1035.07	1033.77	1032.58	
1.18551e+07	5840	1144.28	1044.33	1035.49	1033.56	1031.54	1029.37	1027.32	1025.48	
1.24078e+07	6738.19	1502.16	1424.01	1370.14	1368.08	1365.82	1363.82	1361.69	1359.65	
1.49739e+07	6591.23	1144.67	992.983	986.272	984.625	983.278	982.009	980.761	979.503	
1.24213e+07	6815.08	999.363	986.753	985.159	983.835	982.631	981.396	980.179	978.932	
1.27106e+07	6899.54	1099.61	1040.75	1038.78	985.319	984.026	982.731	981.5	980.195	
1.34074e+07	6523.91	1006.18	986.76	985.119	983.782	982.493	981.247	979.965	978.749	
1.15661e+07	6648.83	1552.37	1410.53	1354.36	1350.78	1346.4	1342.3	1337.98	1333.81	
1.24058e+07	12646.3	4810.04	1001.87	986.796	985.17	983.841	982.541	981.318	980.12	
1.0853e+07	6307.33	1945.68	1878.52	1850.77	1816.85	1786.61	1753.81	1713.98	1668.99	
1.12815e+07	6235.18	1612.54	1450.37	1238.94	1040.22	986.677	985.098	983.773	982.571	
1.20386e+07	6342.55	1224.34	1130.93	1042.19	1039.3	1037.81	1036.39	1034.62	1033.14	
1.20919e+07	5390.61	1044.62	987.468	985.588	984.266	982.996	981.78	980.536	979.283	
1.15386e+07	8828.73	1203.77	1040.94	1038.61	1037.06	1035.56	1033.61	1031.6	1029.59	
1.33871e+07	6424.13	1128.1	1040.71	1038.61	1037.08	1035.67	1033.72	1031.7	1030.14	
1.32503e+07	6256.11	1205.03	1122.99	1118.83	1116.48	1113.88	1112.03	1110.18	1108.39	
1.28246e+07	6022.32	997.238	986.59	984.966	983.62	982.371	981.094	979.838	978.586	
1.14381e+07	5676.22	1149.85	1041.18	1039.26	1037.88	1036.59	1035.36	1034.05	1032.85	
1.23249e+07	6167.07	1055.54	1038.75	1037.04	1035.06	1033.48	1031.39	1029.37	1027.29	
1.29021e+07	10525.5	2421.44	1039.8	986.157	984.724	983.431	982.145	980.888	979.563	
1.17149e+07	5854.08	1103.74	1040.4	986.727	985.099	983.797	982.508	981.279	980.083	
1.23579e+07	5932.71	996.647	986.606	985.032	983.722	982.516	981.312	980.036	978.831	
